date,platform,operating_system,year,month,counts
2021-03-31,Mobile Web,Tizen,2021,3,1
2021-03-31,Desktop,Windows,2021,3,9474
2021-03-31,Desktop,(not set),2021,3,1
2021-03-31,Android,Android,2021,3,33509
2021-03-31,Desktop,iOS,2021,3,129
2021-03-31,Desktop,Chrome OS,2021,3,9
2021-03-31,iOS,iOS,2021,3,8404
2021-03-31,Mobile Web,iOS,2021,3,5365
2021-03-31,Mobile Web,Android,2021,3,13403
2021-03-31,Desktop,Android,2021,3,144
2021-03-31,Desktop,Macintosh,2021,3,648
2021-03-31,Mobile Web,BlackBerry,2021,3,2
2021-03-31,Desktop,Linux,2021,3,59
2021-03-30,Mobile Web,Android,2021,3,13523
2021-03-30,Desktop,Macintosh,2021,3,718
2021-03-30,Mobile Web,Windows,2021,3,2
2021-03-30,Mobile Web,iOS,2021,3,5434
2021-03-30,Desktop,Android,2021,3,115
2021-03-30,Desktop,Windows,2021,3,10114
2021-03-30,Desktop,(not set),2021,3,2
2021-03-30,Mobile Web,Tizen,2021,3,1
2021-03-30,Android,Android,2021,3,33127
2021-03-30,Desktop,Linux,2021,3,60
2021-03-30,Desktop,iOS,2021,3,113
2021-03-30,Desktop,Chrome OS,2021,3,21
2021-03-30,iOS,iOS,2021,3,8424
2021-03-29,Android,Android,2021,3,35231
2021-03-29,iOS,iOS,2021,3,8650
2021-03-29,Desktop,iOS,2021,3,145
2021-03-29,Desktop,Chrome OS,2021,3,18
2021-03-29,Mobile Web,iOS,2021,3,5557
2021-03-29,Mobile Web,Linux,2021,3,4
2021-03-29,Mobile Web,Android,2021,3,13730
2021-03-29,Desktop,Linux,2021,3,50
2021-03-29,Desktop,Android,2021,3,157
2021-03-29,Desktop,(not set),2021,3,3
2021-03-29,Mobile Web,Tizen,2021,3,2
2021-03-29,Mobile Web,BlackBerry,2021,3,2
2021-03-29,Desktop,Macintosh,2021,3,687
2021-03-29,Desktop,Windows,2021,3,9884
2021-03-28,Mobile Web,Windows,2021,3,1
2021-03-28,Desktop,Windows,2021,3,4937
2021-03-28,Desktop,Android,2021,3,143
2021-03-28,Desktop,Chrome OS,2021,3,7
2021-03-28,Desktop,iOS,2021,3,125
2021-03-28,Desktop,Linux,2021,3,45
2021-03-28,Desktop,Macintosh,2021,3,527
2021-03-28,Mobile Web,Android,2021,3,13290
2021-03-28,Desktop,(not set),2021,3,2
2021-03-28,Android,Android,2021,3,32862
2021-03-28,Mobile Web,Tizen,2021,3,4
2021-03-28,Mobile Web,BlackBerry,2021,3,3
2021-03-28,iOS,iOS,2021,3,8020
2021-03-28,Mobile Web,iOS,2021,3,5298
2021-03-28,Mobile Web,Linux,2021,3,2
2021-03-27,Mobile Web,Macintosh,2021,3,1
2021-03-27,Desktop,Macintosh,2021,3,485
2021-03-27,Desktop,iOS,2021,3,113
2021-03-27,Desktop,Chrome OS,2021,3,5
2021-03-27,iOS,iOS,2021,3,7878
2021-03-27,Mobile Web,Tizen,2021,3,3
2021-03-27,Desktop,(not set),2021,3,2
2021-03-27,Desktop,Linux,2021,3,45
2021-03-27,Android,Android,2021,3,31980
2021-03-27,Mobile Web,Android,2021,3,12731
2021-03-27,Desktop,Android,2021,3,134
2021-03-27,Desktop,Windows,2021,3,5500
2021-03-27,Mobile Web,iOS,2021,3,4932
2021-03-27,Mobile Web,BlackBerry,2021,3,2
2021-03-26,Desktop,Chrome OS,2021,3,12
2021-03-26,Mobile Web,Android,2021,3,12691
2021-03-26,Desktop,Linux,2021,3,52
2021-03-26,Mobile Web,Tizen,2021,3,2
2021-03-26,Desktop,Windows,2021,3,8456
2021-03-26,Desktop,Macintosh,2021,3,631
2021-03-26,Mobile Web,Windows,2021,3,2
2021-03-26,Desktop,Android,2021,3,149
2021-03-26,Desktop,iOS,2021,3,103
2021-03-26,Mobile Web,iOS,2021,3,5075
2021-03-26,Android,Android,2021,3,32670
2021-03-26,iOS,iOS,2021,3,7772
2021-03-26,Mobile Web,BlackBerry,2021,3,1
2021-03-26,Desktop,(not set),2021,3,2
2021-03-25,Desktop,Playstation 4,2021,3,1
2021-03-25,Mobile Web,Linux,2021,3,2
2021-03-25,Desktop,iOS,2021,3,119
2021-03-25,Mobile Web,Android,2021,3,13450
2021-03-25,Desktop,Android,2021,3,127
2021-03-25,Mobile Web,iOS,2021,3,5288
2021-03-25,Mobile Web,BlackBerry,2021,3,4
2021-03-25,Desktop,Windows,2021,3,9802
2021-03-25,Desktop,Linux,2021,3,64
2021-03-25,Desktop,Macintosh,2021,3,682
2021-03-25,Desktop,(not set),2021,3,1
2021-03-25,Desktop,Chrome OS,2021,3,12
2021-03-25,Mobile Web,Tizen,2021,3,2
2021-03-25,Android,Android,2021,3,32744
2021-03-25,iOS,iOS,2021,3,8271
2021-03-24,Mobile Web,Windows,2021,3,1
2021-03-24,Mobile Web,Android,2021,3,13717
2021-03-24,Desktop,iOS,2021,3,134
2021-03-24,iOS,iOS,2021,3,8703
2021-03-24,Desktop,Linux,2021,3,49
2021-03-24,Mobile Web,iOS,2021,3,5673
2021-03-24,Desktop,Macintosh,2021,3,663
2021-03-24,Mobile Web,Linux,2021,3,2
2021-03-24,Desktop,Android,2021,3,145
2021-03-24,Mobile Web,Tizen,2021,3,2
2021-03-24,Android,Android,2021,3,34068
2021-03-24,Desktop,(not set),2021,3,1
2021-03-24,Desktop,Chrome OS,2021,3,15
2021-03-24,Desktop,Windows,2021,3,10206
2021-03-23,Desktop,Windows,2021,3,10066
2021-03-23,Desktop,Android,2021,3,146
2021-03-23,Desktop,Playstation 4,2021,3,1
2021-03-23,Desktop,Linux,2021,3,55
2021-03-23,Desktop,iOS,2021,3,132
2021-03-23,Mobile Web,Android,2021,3,14218
2021-03-23,Desktop,Macintosh,2021,3,753
2021-03-23,Mobile Web,Tizen,2021,3,3
2021-03-23,iOS,iOS,2021,3,8668
2021-03-23,Mobile Web,Linux,2021,3,1
2021-03-23,Android,Android,2021,3,34894
2021-03-23,Desktop,Chrome OS,2021,3,15
2021-03-23,Mobile Web,iOS,2021,3,5711
2021-03-23,Mobile Web,BlackBerry,2021,3,1
2021-03-23,Desktop,(not set),2021,3,2
2021-03-22,Mobile Web,Android,2021,3,14179
2021-03-22,Mobile Web,BlackBerry,2021,3,1
2021-03-22,Desktop,Linux,2021,3,58
2021-03-22,Mobile Web,Tizen,2021,3,2
2021-03-22,iOS,iOS,2021,3,8714
2021-03-22,Desktop,iOS,2021,3,126
2021-03-22,Desktop,Android,2021,3,161
2021-03-22,Desktop,Windows,2021,3,10424
2021-03-22,Desktop,Chrome OS,2021,3,8
2021-03-22,Desktop,Playstation 4,2021,3,1
2021-03-22,Mobile Web,iOS,2021,3,5821
2021-03-22,Android,Android,2021,3,35313
2021-03-22,Desktop,Macintosh,2021,3,783
2021-03-22,Mobile Web,(not set),2021,3,1
2021-03-22,Mobile Web,Linux,2021,3,2
2021-03-21,Desktop,Linux,2021,3,48
2021-03-21,Mobile Web,iOS,2021,3,5594
2021-03-21,Mobile Web,Macintosh,2021,3,1
2021-03-21,Android,Android,2021,3,34257
2021-03-21,Desktop,Macintosh,2021,3,527
2021-03-21,Mobile Web,Android,2021,3,13775
2021-03-21,Desktop,iOS,2021,3,123
2021-03-21,Desktop,(not set),2021,3,4
2021-03-21,iOS,iOS,2021,3,8379
2021-03-21,Mobile Web,Tizen,2021,3,4
2021-03-21,Mobile Web,BlackBerry,2021,3,3
2021-03-21,Desktop,Windows,2021,3,5260
2021-03-21,Mobile Web,Linux,2021,3,1
2021-03-21,Desktop,Android,2021,3,140
2021-03-21,Desktop,Chrome OS,2021,3,8
2021-03-20,iOS,iOS,2021,3,8343
2021-03-20,Desktop,Windows,2021,3,5758
2021-03-20,Desktop,Android,2021,3,140
2021-03-20,Desktop,Chrome OS,2021,3,8
2021-03-20,Desktop,iOS,2021,3,141
2021-03-20,Android,Android,2021,3,34074
2021-03-20,Desktop,Macintosh,2021,3,551
2021-03-20,Mobile Web,iOS,2021,3,5486
2021-03-20,Desktop,(not set),2021,3,1
2021-03-20,Mobile Web,Android,2021,3,13432
2021-03-20,Mobile Web,Linux,2021,3,1
2021-03-20,Desktop,Linux,2021,3,58
2021-03-19,Mobile Web,Android,2021,3,13224
2021-03-19,Desktop,iOS,2021,3,118
2021-03-19,Mobile Web,BlackBerry,2021,3,2
2021-03-19,Desktop,Windows,2021,3,8938
2021-03-19,Desktop,Macintosh,2021,3,660
2021-03-19,Mobile Web,Tizen,2021,3,1
2021-03-19,Android,Android,2021,3,34191
2021-03-19,iOS,iOS,2021,3,8334
2021-03-19,Desktop,Android,2021,3,139
2021-03-19,Desktop,Chrome OS,2021,3,8
2021-03-19,Mobile Web,iOS,2021,3,5456
2021-03-19,Desktop,Linux,2021,3,53
2021-03-18,Desktop,Chrome OS,2021,3,15
2021-03-18,Mobile Web,Windows,2021,3,1
2021-03-18,Android,Android,2021,3,34102
2021-03-18,Desktop,iOS,2021,3,131
2021-03-18,Mobile Web,iOS,2021,3,5578
2021-03-18,Desktop,Linux,2021,3,55
2021-03-18,Desktop,Windows,2021,3,9957
2021-03-18,iOS,iOS,2021,3,8466
2021-03-18,Desktop,(not set),2021,3,1
2021-03-18,Mobile Web,Android,2021,3,13650
2021-03-18,Desktop,Macintosh,2021,3,705
2021-03-18,Desktop,Android,2021,3,147
2021-03-18,Mobile Web,BlackBerry,2021,3,4
2021-03-17,Android,Android,2021,3,35344
2021-03-17,Desktop,Linux,2021,3,59
2021-03-17,Desktop,Chrome OS,2021,3,16
2021-03-17,Desktop,(not set),2021,3,1
2021-03-17,Mobile Web,Android,2021,3,13726
2021-03-17,iOS,iOS,2021,3,8557
2021-03-17,Desktop,iOS,2021,3,148
2021-03-17,Mobile Web,BlackBerry,2021,3,1
2021-03-17,Mobile Web,Windows,2021,3,1
2021-03-17,Desktop,Windows,2021,3,10330
2021-03-17,Mobile Web,Tizen,2021,3,2
2021-03-17,Mobile Web,iOS,2021,3,5723
2021-03-17,Desktop,Android,2021,3,138
2021-03-17,Desktop,Macintosh,2021,3,704
2021-03-16,Desktop,Windows,2021,3,10528
2021-03-16,Mobile Web,(not set),2021,3,1
2021-03-16,Desktop,iOS,2021,3,124
2021-03-16,Desktop,Android,2021,3,130
2021-03-16,Android,Android,2021,3,35706
2021-03-16,Desktop,Linux,2021,3,61
2021-03-16,Desktop,(not set),2021,3,2
2021-03-16,Mobile Web,BlackBerry,2021,3,2
2021-03-16,Desktop,Chrome OS,2021,3,17
2021-03-16,Desktop,Macintosh,2021,3,762
2021-03-16,Mobile Web,Linux,2021,3,1
2021-03-16,Mobile Web,Android,2021,3,14121
2021-03-16,Mobile Web,Tizen,2021,3,4
2021-03-16,Mobile Web,iOS,2021,3,5888
2021-03-16,iOS,iOS,2021,3,8823
2021-03-15,Desktop,(not set),2021,3,2
2021-03-15,Desktop,Chrome OS,2021,3,18
2021-03-15,Mobile Web,Macintosh,2021,3,1
2021-03-15,Desktop,Linux,2021,3,52
2021-03-15,Mobile Web,Windows,2021,3,2
2021-03-15,Mobile Web,BlackBerry,2021,3,2
2021-03-15,Desktop,Android,2021,3,145
2021-03-15,Mobile Web,Android,2021,3,14077
2021-03-15,iOS,iOS,2021,3,9013
2021-03-15,Desktop,Windows,2021,3,10702
2021-03-15,Android,Android,2021,3,37204
2021-03-15,Desktop,iOS,2021,3,129
2021-03-15,Desktop,Macintosh,2021,3,726
2021-03-15,Mobile Web,iOS,2021,3,5866
2021-03-15,Mobile Web,Linux,2021,3,6
2021-03-14,Desktop,Windows,2021,3,5339
2021-03-14,Desktop,(not set),2021,3,1
2021-03-14,Mobile Web,BlackBerry,2021,3,4
2021-03-14,Desktop,Chrome OS,2021,3,9
2021-03-14,Desktop,Android,2021,3,160
2021-03-14,Mobile Web,Android,2021,3,14074
2021-03-14,Desktop,Macintosh,2021,3,638
2021-03-14,iOS,iOS,2021,3,8700
2021-03-14,Desktop,Linux,2021,3,54
2021-03-14,Desktop,iOS,2021,3,127
2021-03-14,Android,Android,2021,3,36175
2021-03-14,Mobile Web,Linux,2021,3,1
2021-03-14,Mobile Web,iOS,2021,3,5673
2021-03-13,Desktop,Chrome OS,2021,3,4
2021-03-13,iOS,iOS,2021,3,8771
2021-03-13,Mobile Web,iOS,2021,3,5508
2021-03-13,Desktop,iOS,2021,3,163
2021-03-13,Desktop,Linux,2021,3,74
2021-03-13,Desktop,Macintosh,2021,3,601
2021-03-13,Android,Android,2021,3,35740
2021-03-13,Desktop,(not set),2021,3,2
2021-03-13,Desktop,Windows,2021,3,5973
2021-03-13,Desktop,Android,2021,3,148
2021-03-13,Mobile Web,Macintosh,2021,3,1
2021-03-13,Mobile Web,Tizen,2021,3,1
2021-03-13,Mobile Web,Linux,2021,3,1
2021-03-13,Mobile Web,Android,2021,3,14107
2021-03-13,Mobile Web,BlackBerry,2021,3,3
2021-03-12,Desktop,Android,2021,3,143
2021-03-12,Android,Android,2021,3,36086
2021-03-12,Mobile Web,Linux,2021,3,1
2021-03-12,Mobile Web,BlackBerry,2021,3,2
2021-03-12,Mobile Web,Android,2021,3,13297
2021-03-12,Desktop,(not set),2021,3,2
2021-03-12,Desktop,Windows,2021,3,8985
2021-03-12,Desktop,Linux,2021,3,198
2021-03-12,Desktop,Macintosh,2021,3,677
2021-03-12,Mobile Web,Windows,2021,3,1
2021-03-12,Desktop,Chrome OS,2021,3,11
2021-03-12,iOS,iOS,2021,3,8566
2021-03-12,Mobile Web,Tizen,2021,3,2
2021-03-12,Desktop,iOS,2021,3,134
2021-03-12,Mobile Web,iOS,2021,3,5449
2021-03-11,Desktop,Windows,2021,3,9828
2021-03-11,Desktop,iOS,2021,3,121
2021-03-11,Mobile Web,BlackBerry,2021,3,2
2021-03-11,Mobile Web,Tizen,2021,3,2
2021-03-11,Mobile Web,Android,2021,3,14009
2021-03-11,Desktop,Android,2021,3,142
2021-03-11,Desktop,(not set),2021,3,1
2021-03-11,Android,Android,2021,3,36388
2021-03-11,Mobile Web,Linux,2021,3,3
2021-03-11,Desktop,Chrome OS,2021,3,17
2021-03-11,Desktop,Macintosh,2021,3,691
2021-03-11,Mobile Web,iOS,2021,3,5792
2021-03-11,iOS,iOS,2021,3,8892
2021-03-11,Desktop,Linux,2021,3,101
2021-03-10,Mobile Web,BlackBerry,2021,3,3
2021-03-10,iOS,iOS,2021,3,8918
2021-03-10,Desktop,Macintosh,2021,3,733
2021-03-10,Desktop,(not set),2021,3,1
2021-03-10,Desktop,Playstation 4,2021,3,1
2021-03-10,Desktop,Chrome OS,2021,3,17
2021-03-10,Mobile Web,Android,2021,3,14059
2021-03-10,Desktop,iOS,2021,3,113
2021-03-10,Mobile Web,Linux,2021,3,2
2021-03-10,Mobile Web,Windows,2021,3,1
2021-03-10,Mobile Web,iOS,2021,3,5748
2021-03-10,Desktop,Linux,2021,3,80
2021-03-10,Mobile Web,Tizen,2021,3,1
2021-03-10,Desktop,Android,2021,3,142
2021-03-10,Android,Android,2021,3,36813
2021-03-10,Desktop,Windows,2021,3,10248
2021-03-09,iOS,iOS,2021,3,9301
2021-03-09,Desktop,Android,2021,3,154
2021-03-09,Mobile Web,Android,2021,3,14395
2021-03-09,Desktop,iOS,2021,3,127
2021-03-09,Desktop,Linux,2021,3,69
2021-03-09,Desktop,Chrome OS,2021,3,19
2021-03-09,Android,Android,2021,3,36444
2021-03-09,Desktop,(not set),2021,3,4
2021-03-09,Desktop,Windows,2021,3,10509
2021-03-09,Mobile Web,iOS,2021,3,6002
2021-03-09,Mobile Web,Linux,2021,3,2
2021-03-09,Mobile Web,Windows,2021,3,1
2021-03-09,Mobile Web,Tizen,2021,3,1
2021-03-09,Desktop,Macintosh,2021,3,755
2021-03-08,Mobile Web,Tizen,2021,3,2
2021-03-08,Mobile Web,Android,2021,3,14557
2021-03-08,Mobile Web,Linux,2021,3,2
2021-03-08,iOS,iOS,2021,3,9322
2021-03-08,Mobile Web,iOS,2021,3,6126
2021-03-08,Mobile Web,BlackBerry,2021,3,3
2021-03-08,Desktop,Linux,2021,3,63
2021-03-08,Android,Android,2021,3,37432
2021-03-08,Desktop,iOS,2021,3,148
2021-03-08,Desktop,Macintosh,2021,3,725
2021-03-08,Desktop,Windows,2021,3,10565
2021-03-08,Desktop,Android,2021,3,127
2021-03-08,Desktop,(not set),2021,3,2
2021-03-08,Desktop,Chrome OS,2021,3,13
2021-03-07,Mobile Web,BlackBerry,2021,3,3
2021-03-07,Mobile Web,Linux,2021,3,2
2021-03-07,Desktop,Chrome OS,2021,3,11
2021-03-07,Mobile Web,iOS,2021,3,5964
2021-03-07,Desktop,Linux,2021,3,54
2021-03-07,Desktop,(not set),2021,3,1
2021-03-07,Mobile Web,Android,2021,3,14658
2021-03-07,Desktop,Windows,2021,3,5541
2021-03-07,iOS,iOS,2021,3,9013
2021-03-07,Android,Android,2021,3,37944
2021-03-07,Desktop,Macintosh,2021,3,578
2021-03-07,Desktop,Android,2021,3,164
2021-03-07,Desktop,iOS,2021,3,163
2021-03-06,Mobile Web,Android,2021,3,14408
2021-03-06,Desktop,Android,2021,3,157
2021-03-06,Desktop,Windows,2021,3,6016
2021-03-06,Desktop,iOS,2021,3,151
2021-03-06,Desktop,Macintosh,2021,3,579
2021-03-06,Mobile Web,iOS,2021,3,5957
2021-03-06,Desktop,Chrome OS,2021,3,10
2021-03-06,Mobile Web,BlackBerry,2021,3,1
2021-03-06,Android,Android,2021,3,37833
2021-03-06,Desktop,(not set),2021,3,2
2021-03-06,iOS,iOS,2021,3,9189
2021-03-06,Desktop,Linux,2021,3,56
2021-03-05,Mobile Web,Tizen,2021,3,2
2021-03-05,iOS,iOS,2021,3,9097
2021-03-05,Mobile Web,Linux,2021,3,2
2021-03-05,Mobile Web,BlackBerry,2021,3,1
2021-03-05,Desktop,Windows,2021,3,8875
2021-03-05,Desktop,Android,2021,3,150
2021-03-05,Desktop,(not set),2021,3,1
2021-03-05,Mobile Web,iOS,2021,3,5750
2021-03-05,Mobile Web,Android,2021,3,13973
2021-03-05,Desktop,Linux,2021,3,42
2021-03-05,Desktop,Macintosh,2021,3,666
2021-03-05,Desktop,Chrome OS,2021,3,13
2021-03-05,Android,Android,2021,3,37011
2021-03-05,Desktop,iOS,2021,3,128
2021-03-04,Mobile Web,iOS,2021,3,5950
2021-03-04,iOS,iOS,2021,3,9229
2021-03-04,Desktop,Macintosh,2021,3,765
2021-03-04,Desktop,iOS,2021,3,133
2021-03-04,Desktop,Windows,2021,3,9908
2021-03-04,Desktop,Chrome OS,2021,3,15
2021-03-04,Mobile Web,Tizen,2021,3,2
2021-03-04,Mobile Web,Linux,2021,3,2
2021-03-04,Desktop,Android,2021,3,145
2021-03-04,Mobile Web,Android,2021,3,14345
2021-03-04,Android,Android,2021,3,37137
2021-03-04,Mobile Web,BlackBerry,2021,3,2
2021-03-04,Desktop,Linux,2021,3,57
2021-03-03,iOS,iOS,2021,3,9103
2021-03-03,Desktop,Android,2021,3,136
2021-03-03,Desktop,Macintosh,2021,3,718
2021-03-03,Desktop,Linux,2021,3,52
2021-03-03,Mobile Web,iOS,2021,3,5930
2021-03-03,Desktop,Chrome OS,2021,3,8
2021-03-03,Desktop,(not set),2021,3,1
2021-03-03,Mobile Web,Linux,2021,3,2
2021-03-03,Desktop,Windows,2021,3,10057
2021-03-03,Mobile Web,Android,2021,3,13837
2021-03-03,Android,Android,2021,3,37120
2021-03-03,Desktop,iOS,2021,3,119
2021-03-03,Mobile Web,BlackBerry,2021,3,2
2021-03-02,Mobile Web,BlackBerry,2021,3,2
2021-03-02,Mobile Web,iOS,2021,3,5894
2021-03-02,Desktop,Linux,2021,3,53
2021-03-02,Desktop,(not set),2021,3,3
2021-03-02,Mobile Web,Windows,2021,3,2
2021-03-02,Desktop,Android,2021,3,140
2021-03-02,iOS,iOS,2021,3,8829
2021-03-02,Android,Android,2021,3,35634
2021-03-02,Desktop,Chrome OS,2021,3,13
2021-03-02,Desktop,Macintosh,2021,3,730
2021-03-02,Mobile Web,Android,2021,3,13775
2021-03-02,Mobile Web,Linux,2021,3,1
2021-03-02,Desktop,iOS,2021,3,150
2021-03-02,Desktop,Windows,2021,3,9964
2021-03-01,Desktop,Chrome OS,2021,3,14
2021-03-01,Desktop,iOS,2021,3,134
2021-03-01,Desktop,Linux,2021,3,45
2021-03-01,Desktop,Android,2021,3,148
2021-03-01,Desktop,(not set),2021,3,2
2021-03-01,Mobile Web,iOS,2021,3,6031
2021-03-01,iOS,iOS,2021,3,8915
2021-03-01,Mobile Web,BlackBerry,2021,3,1
2021-03-01,Mobile Web,Tizen,2021,3,1
2021-03-01,Mobile Web,Android,2021,3,13586
2021-03-01,Desktop,Windows,2021,3,9467
2021-03-01,Desktop,Macintosh,2021,3,749
2021-03-01,Android,Android,2021,3,36116
2021-03-01,Mobile Web,Macintosh,2021,3,1
2021-02-28,Desktop,iOS,2021,2,127
2021-02-28,Desktop,Linux,2021,2,50
2021-02-28,Desktop,Chrome OS,2021,2,8
2021-02-28,Android,Android,2021,2,36338
2021-02-28,Mobile Web,Tizen,2021,2,2
2021-02-28,Mobile Web,BlackBerry,2021,2,1
2021-02-28,Mobile Web,Android,2021,2,13899
2021-02-28,Mobile Web,Linux,2021,2,3
2021-02-28,iOS,iOS,2021,2,9088
2021-02-28,Desktop,Android,2021,2,168
2021-02-28,Mobile Web,Macintosh,2021,2,1
2021-02-28,Desktop,Windows,2021,2,5344
2021-02-28,Desktop,Macintosh,2021,2,576
2021-02-28,Mobile Web,iOS,2021,2,5822
2021-02-28,Desktop,(not set),2021,2,1
2021-02-27,Mobile Web,iOS,2021,2,5602
2021-02-27,Mobile Web,Linux,2021,2,2
2021-02-27,Desktop,(not set),2021,2,4
2021-02-27,Mobile Web,Android,2021,2,13434
2021-02-27,Desktop,Windows,2021,2,5785
2021-02-27,Desktop,Chrome OS,2021,2,5
2021-02-27,Android,Android,2021,2,35730
2021-02-27,Desktop,Linux,2021,2,50
2021-02-27,Desktop,Macintosh,2021,2,525
2021-02-27,Desktop,Android,2021,2,143
2021-02-27,Desktop,iOS,2021,2,129
2021-02-27,iOS,iOS,2021,2,8963
2021-02-27,Mobile Web,Windows,2021,2,1
2021-02-26,Desktop,iOS,2021,2,115
2021-02-26,Mobile Web,Tizen,2021,2,2
2021-02-26,Desktop,Macintosh,2021,2,619
2021-02-26,Desktop,Chrome OS,2021,2,7
2021-02-26,Android,Android,2021,2,34856
2021-02-26,Mobile Web,Android,2021,2,12657
2021-02-26,Desktop,Android,2021,2,128
2021-02-26,Mobile Web,Linux,2021,2,1
2021-02-26,Desktop,(not set),2021,2,4
2021-02-26,Mobile Web,iOS,2021,2,5336
2021-02-26,Mobile Web,BlackBerry,2021,2,1
2021-02-26,Desktop,Linux,2021,2,68
2021-02-26,Mobile Web,Windows,2021,2,1
2021-02-26,iOS,iOS,2021,2,8518
2021-02-26,Desktop,Windows,2021,2,8302
2021-02-25,Mobile Web,iOS,2021,2,5555
2021-02-25,Desktop,Macintosh,2021,2,670
2021-02-25,Mobile Web,BlackBerry,2021,2,1
2021-02-25,Desktop,iOS,2021,2,127
2021-02-25,Mobile Web,Linux,2021,2,1
2021-02-25,Mobile Web,Android,2021,2,13023
2021-02-25,iOS,iOS,2021,2,8601
2021-02-25,Desktop,Linux,2021,2,48
2021-02-25,Desktop,Android,2021,2,138
2021-02-25,Desktop,(not set),2021,2,2
2021-02-25,Desktop,Windows,2021,2,9469
2021-02-25,Android,Android,2021,2,34669
2021-02-25,Desktop,Chrome OS,2021,2,13
2021-02-24,Desktop,Macintosh,2021,2,692
2021-02-24,Desktop,Android,2021,2,129
2021-02-24,Mobile Web,Android,2021,2,13195
2021-02-24,Desktop,Windows,2021,2,9370
2021-02-24,Mobile Web,BlackBerry,2021,2,2
2021-02-24,Mobile Web,Windows,2021,2,1
2021-02-24,Android,Android,2021,2,34940
2021-02-24,Desktop,iOS,2021,2,121
2021-02-24,Mobile Web,iOS,2021,2,5563
2021-02-24,iOS,iOS,2021,2,8566
2021-02-24,Desktop,Linux,2021,2,55
2021-02-24,Desktop,(not set),2021,2,2
2021-02-24,Desktop,Chrome OS,2021,2,14
2021-02-23,Mobile Web,Android,2021,2,13630
2021-02-23,Mobile Web,iOS,2021,2,5846
2021-02-23,Desktop,Chrome OS,2021,2,10
2021-02-23,Mobile Web,BlackBerry,2021,2,3
2021-02-23,Android,Android,2021,2,34435
2021-02-23,iOS,iOS,2021,2,8623
2021-02-23,Desktop,Linux,2021,2,54
2021-02-23,Desktop,Android,2021,2,142
2021-02-23,Desktop,Windows,2021,2,10037
2021-02-23,Desktop,Macintosh,2021,2,729
2021-02-23,Desktop,iOS,2021,2,134
2021-02-22,Desktop,Linux,2021,2,58
2021-02-22,Desktop,iOS,2021,2,115
2021-02-22,Desktop,Chrome OS,2021,2,17
2021-02-22,Mobile Web,iOS,2021,2,5895
2021-02-22,iOS,iOS,2021,2,8857
2021-02-22,Android,Android,2021,2,36373
2021-02-22,Mobile Web,Android,2021,2,13940
2021-02-22,Desktop,Macintosh,2021,2,742
2021-02-22,Desktop,Windows,2021,2,10112
2021-02-22,Mobile Web,BlackBerry,2021,2,5
2021-02-22,Mobile Web,Linux,2021,2,1
2021-02-22,Desktop,Android,2021,2,145
2021-02-22,Mobile Web,Tizen,2021,2,2
2021-02-21,Desktop,Linux,2021,2,38
2021-02-21,Android,Android,2021,2,35695
2021-02-21,Desktop,Android,2021,2,156
2021-02-21,Mobile Web,Android,2021,2,13883
2021-02-21,Desktop,Windows,2021,2,5545
2021-02-21,Desktop,iOS,2021,2,140
2021-02-21,Desktop,Chrome OS,2021,2,10
2021-02-21,Mobile Web,Linux,2021,2,2
2021-02-21,Mobile Web,BlackBerry,2021,2,3
2021-02-21,Desktop,Macintosh,2021,2,593
2021-02-21,Mobile Web,iOS,2021,2,5764
2021-02-21,iOS,iOS,2021,2,8534
2021-02-21,Desktop,Tizen,2021,2,1
2021-02-20,Desktop,Macintosh,2021,2,563
2021-02-20,Mobile Web,Android,2021,2,13522
2021-02-20,Desktop,Android,2021,2,159
2021-02-20,Mobile Web,Linux,2021,2,1
2021-02-20,Mobile Web,Windows,2021,2,1
2021-02-20,iOS,iOS,2021,2,8559
2021-02-20,Desktop,Windows,2021,2,5870
2021-02-20,Mobile Web,iOS,2021,2,5516
2021-02-20,Desktop,(not set),2021,2,1
2021-02-20,Mobile Web,BlackBerry,2021,2,1
2021-02-20,Desktop,Linux,2021,2,52
2021-02-20,Desktop,Chrome OS,2021,2,13
2021-02-20,Android,Android,2021,2,35442
2021-02-20,Desktop,iOS,2021,2,135
2021-02-19,Desktop,Macintosh,2021,2,632
2021-02-19,Mobile Web,Macintosh,2021,2,1
2021-02-19,Desktop,Linux,2021,2,55
2021-02-19,Android,Android,2021,2,33730
2021-02-19,Mobile Web,iOS,2021,2,5260
2021-02-19,Desktop,Android,2021,2,135
2021-02-19,Desktop,iOS,2021,2,130
2021-02-19,Desktop,(not set),2021,2,3
2021-02-19,Mobile Web,Tizen,2021,2,1
2021-02-19,iOS,iOS,2021,2,8116
2021-02-19,Desktop,Windows,2021,2,8418
2021-02-19,Mobile Web,Linux,2021,2,2
2021-02-19,Mobile Web,Android,2021,2,12621
2021-02-19,Desktop,Chrome OS,2021,2,17
2021-02-19,Mobile Web,BlackBerry,2021,2,2
2021-02-18,Desktop,Windows,2021,2,9144
2021-02-18,Mobile Web,iOS,2021,2,5327
2021-02-18,iOS,iOS,2021,2,8254
2021-02-18,Desktop,Linux,2021,2,58
2021-02-18,Desktop,Macintosh,2021,2,644
2021-02-18,Desktop,Android,2021,2,138
2021-02-18,Desktop,Chrome OS,2021,2,18
2021-02-18,Android,Android,2021,2,33757
2021-02-18,Desktop,iOS,2021,2,116
