"Year,month",region,Leads_per_ad
2019-01,Labuan,6.9784907581673
2019-02,Labuan,6.660436336587628
2019-03,Labuan,6.5861988426345
2019-04,Labuan,7.230267549849635
2019-05,Labuan,7.063916023193048
2019-06,Labuan,6.4610081461129205
2019-07,Labuan,6.980726379415533
2019-08,Labuan,7.026383243736606
2019-09,Labuan,6.946144725404147
2019-10,Labuan,7.267872047574678
2019-11,Labuan,7.337278336390243
2019-12,Labuan,7.625152383296577
2020-01,Labuan,6.816444563077415
2020-02,Labuan,7.041145013599732
2020-03,Labuan,6.72236095151371
2020-04,Labuan,7.961523305980452
2020-05,Labuan,7.12452119883794
2020-06,Labuan,7.361135065867834
2020-07,Labuan,6.360165534184823
2020-08,Labuan,6.1630333150783425
2020-09,Labuan,6.94151241769178
2020-10,Labuan,6.6601101652462615
2020-11,Labuan,7.082188983608602
2020-12,Labuan,6.245229758112144
2021-01,Labuan,7.259976425097091
2021-02,Labuan,7.4879143611171814
2021-03,Labuan,7.969163785322573
