"Year,month",subcategory,Leads_per_ad
2019-01,Houses,8.438086990536604
2019-02,Houses,8.200299417057478
2019-03,Houses,8.086943984421662
2019-04,Houses,8.076882175302595
2019-05,Houses,7.757140041429262
2019-06,Houses,7.858756065894032
2019-07,Houses,8.361379035957935
2019-08,Houses,7.85517376068596
2019-09,Houses,8.04103053575803
2019-10,Houses,7.872460150536204
2019-11,Houses,8.21816854287943
2019-12,Houses,8.387737416306308
2020-01,Houses,8.230797568386238
2020-02,Houses,8.077658429485721
2020-03,Houses,7.365788020116244
2020-04,Houses,7.0007663169283605
2020-05,Houses,8.51206924782014
2020-06,Houses,9.488033606677018
2020-07,Houses,8.20296130177946
2020-08,Houses,8.190221284691246
2020-09,Houses,8.417079880033064
2020-10,Houses,8.188806136895431
2020-11,Houses,8.80914338530361
2020-12,Houses,9.372664355958843
2021-01,Houses,9.61406659058134
2021-02,Houses,9.790872897930205
2021-03,Houses,10.049864911611069
