"Year,month",subcategory,Leads_per_ad
2020-04,Apartments,6.815576182509379
2020-04,Bags & Wallets,6.907272232488732
2020-04,Bed & Bath,6.175448739726193
2020-04,Business for Sale,8.523551139376965
2020-04,Cameras & Photography,7.270349333446302
2020-04,Car Accessories & Parts,6.412558250884855
2020-04,Cars,7.478442918812285
2020-04,Clothes,6.873178297893738
2020-04,Commercial Properties,5.742406580638259
2020-04,Commercial Vehicle & Boats,6.574329155028718
2020-04,Computers & Accessories,9.33116609682118
2020-04,Food,6.558498416134402
2020-04,Furniture & Decoration,6.144202350074836
2020-04,Games & Consoles,19.196619237604224
2020-04,Garden Items,6.373282498212444
2020-04,Health & Beauty,7.978389283460104
2020-04,Hobby & Collectibles,6.4913980933905275
2020-04,Home Appliances & Kitchen,8.099634278424345
2020-04,Houses,7.0007663169283605
2020-04,Jobs,8.972314041797244
2020-04,Land,6.222679319248084
2020-04,Mobile Phones & Gadgets,12.523249577518051
2020-04,Moms & Kids,6.921317541399697
2020-04,Motorcycle Accessories & Parts,6.613584445230762
2020-04,Motorcycles,8.587486255234845
2020-04,Music Instruments,6.713792315560567
2020-04,Music/Movies/Books/Magazines,6.181422892088377
2020-04,Other Accessories & Parts,6.542550631191233
2020-04,Others,6.309210207859268
2020-04,Pets,7.648003383431531
2020-04,Professional/Business Equipment,6.582404939632053
2020-04,Rooms,6.840267823061613
2020-04,Services,7.695621263833057
2020-04,Shoes,7.445511868838668
2020-04,Sports & Outdoors,6.803139183008218
2020-04,TV/Audio/Video,10.26056536575941
2020-04,Textbooks,5.677674934426278
2020-04,Tickets & Vouchers,7.746941351658501
2020-04,Tours and Holidays,5.079303228035207
2020-04,Watches & Fashion Accessories,6.689415003669312
2020-04,Wedding,5.790452313124165
2020-05,Accessories for Phones & Gadgets,7.715645302947721
2020-05,Accommodation & Homestays,5.549785008480137
2020-05,Apartments,8.312812114675358
2020-05,Bags & Wallets,6.215959641437204
2020-05,Bed & Bath,6.336809304725345
2020-05,Business for Sale,10.544044654679798
2020-05,Cameras & Photography,7.124855170890568
2020-05,Car Accessories & Parts,6.556333273389042
2020-05,Cars,8.629314874053863
2020-05,Clothes,6.419131292069617
2020-05,Commercial Properties,6.1782669261279475
2020-05,Commercial Vehicle & Boats,7.776698482506379
2020-05,Computers & Accessories,9.166633167245346
2020-05,Food,7.007240063754471
2020-05,Furniture & Decoration,6.941755920811999
2020-05,Games & Consoles,16.631371119979672
2020-05,Garden Items,6.119812615095417
2020-05,Health & Beauty,7.406004488748426
2020-05,Hobby & Collectibles,6.3290561650055706
2020-05,Home Appliances & Kitchen,8.106236051707539
2020-05,Houses,8.51206924782014
2020-05,Jobs,16.2286534404955
2020-05,Land,7.041181099292226
2020-05,Mobile Phones & Gadgets,13.962826647110843
2020-05,Moms & Kids,6.728246620309234
2020-05,Motorcycle Accessories & Parts,6.6386068521010895
2020-05,Motorcycles,11.129265742861081
2020-05,Music Instruments,6.5102134873749415
2020-05,Music/Movies/Books/Magazines,5.643389001635032
2020-05,Other Accessories & Parts,7.287876255373558
2020-05,Others,7.075346289017729
2020-05,Pets,7.95292787112543
2020-05,Professional/Business Equipment,6.8492948556164235
2020-05,Rooms,7.781606617623452
2020-05,Services,9.064294182977992
2020-05,Shoes,6.741312293852085
2020-05,Sports & Outdoors,6.217200443876071
2020-05,TV/Audio/Video,11.036845375534497
2020-05,Textbooks,5.261785162567808
2020-05,Tickets & Vouchers,6.384051496602249
2020-05,Tours and Holidays,5.42570841709433
2020-05,Watches & Fashion Accessories,6.562941042920788
2020-05,Wedding,6.374695968792643
2020-06,Accessories for Phones & Gadgets,6.799878282323174
2020-06,Accommodation & Homestays,5.934659398755779
2020-06,Apartments,8.832031734248696
2020-06,Bags & Wallets,5.837798957696648
2020-06,Bed & Bath,6.318692078228447
2020-06,Business for Sale,10.475815862890478
2020-06,Cameras & Photography,7.100714576497936
2020-06,Car Accessories & Parts,6.605129465311235
2020-06,Cars,9.963547822641234
2020-06,Clothes,5.979612757290626
2020-06,Commercial Properties,6.41537156841481
2020-06,Commercial Vehicle & Boats,8.65555991327442
2020-06,Computers & Accessories,8.721508466145698
2020-06,Food,5.867540425591087
2020-06,Furniture & Decoration,6.691826961800561
2020-06,Games & Consoles,12.885668440218428
2020-06,Garden Items,6.283240853332652
2020-06,Health & Beauty,6.614079630027263
2020-06,Hobby & Collectibles,6.306292498360839
2020-06,Home Appliances & Kitchen,7.291296310379195
2020-06,Houses,9.488033606677018
2020-06,Jobs,20.24836443461537
2020-06,Land,8.072369592272075
2020-06,Mobile Phones & Gadgets,10.954236840222299
2020-06,Moms & Kids,6.52411947103764
2020-06,Motorcycle Accessories & Parts,6.674777981187235
2020-06,Motorcycles,12.148977650905767
2020-06,Music Instruments,6.327874907728983
2020-06,Music/Movies/Books/Magazines,5.49281571364806
2020-06,Other Accessories & Parts,6.705432747873034
2020-06,Others,6.797586371731609
2020-06,Pets,7.94654941805136
2020-06,Professional/Business Equipment,7.132410479090334
2020-06,Rooms,7.992643033275765
2020-06,Services,7.179365314159431
2020-06,Shoes,6.311680516341287
2020-06,Sports & Outdoors,6.704416714031997
2020-06,TV/Audio/Video,9.599371108826265
2020-06,Textbooks,6.307998340052778
2020-06,Tickets & Vouchers,6.212394684437516
2020-06,Tours and Holidays,6.1887846438498935
2020-06,Watches & Fashion Accessories,6.746903952835087
2020-06,Wedding,5.980210145555707
2020-07,Accessories for Phones & Gadgets,5.986930684175046
2020-07,Accommodation & Homestays,6.212090000831269
2020-07,Apartments,7.8208862944064625
2020-07,Bags & Wallets,4.860705878061522
2020-07,Bed & Bath,5.393422123267084
2020-07,Business for Sale,9.099967625466386
2020-07,Cameras & Photography,6.076312693022072
2020-07,Car Accessories & Parts,5.758752508343809
2020-07,Cars,8.47543385605011
2020-07,Clothes,4.628882930818309
2020-07,Commercial Properties,6.053643058510257
2020-07,Commercial Vehicle & Boats,7.532763143033557
2020-07,Computers & Accessories,7.202158864792707
2020-07,Food,5.42968899638009
2020-07,Furniture & Decoration,5.624171166404557
2020-07,Games & Consoles,8.147282185652758
2020-07,Garden Items,5.678454889929004
2020-07,Health & Beauty,5.714819576776078
2020-07,Hobby & Collectibles,5.310121871055534
2020-07,Home Appliances & Kitchen,5.899365394864897
2020-07,Houses,8.20296130177946
2020-07,Jobs,15.496580395349831
2020-07,Land,7.1046857020255825
2020-07,Mobile Phones & Gadgets,8.863894765976003
2020-07,Moms & Kids,5.16225246707985
2020-07,Motorcycle Accessories & Parts,5.754486449297785
2020-07,Motorcycles,9.944491421779457
2020-07,Music Instruments,5.451921937833595
2020-07,Music/Movies/Books/Magazines,4.811152462536815
2020-07,Other Accessories & Parts,6.032331066335849
2020-07,Others,6.159790166733731
2020-07,Pets,7.045044230490713
2020-07,Professional/Business Equipment,6.4094629371846095
2020-07,Rooms,7.067505599693802
2020-07,Services,6.5592637890176
2020-07,Shoes,5.15588699390745
2020-07,Sports & Outdoors,6.204388498584027
2020-07,TV/Audio/Video,7.601554334560605
2020-07,Textbooks,5.241348249539049
2020-07,Tickets & Vouchers,5.680945095452839
2020-07,Tours and Holidays,6.128670635033195
2020-07,Watches & Fashion Accessories,5.426707684033064
2020-07,Wedding,4.641659989512072
2020-08,Accessories for Phones & Gadgets,6.030213013581274
2020-08,Accommodation & Homestays,6.905659408392062
2020-08,Apartments,7.666356494059994
2020-08,Bags & Wallets,4.915772103803995
2020-08,Bed & Bath,5.318518006844381
2020-08,Business for Sale,8.966311096939696
2020-08,Cameras & Photography,6.577513934872287
2020-08,Car Accessories & Parts,5.767502866755818
2020-08,Cars,8.562184487127272
2020-08,Clothes,4.76477767589489
2020-08,Commercial Properties,5.850245120555346
2020-08,Commercial Vehicle & Boats,7.6995708899335735
2020-08,Computers & Accessories,6.967775351966833
2020-08,Food,5.464365909792912
2020-08,Furniture & Decoration,5.9428334309445265
2020-08,Games & Consoles,7.717015358844654
2020-08,Garden Items,5.401660232903942
2020-08,Health & Beauty,5.839263263067927
2020-08,Hobby & Collectibles,5.396358537922982
2020-08,Home Appliances & Kitchen,6.086650904914564
2020-08,Houses,8.190221284691246
2020-08,Jobs,13.948507801525954
2020-08,Land,6.817016294118733
2020-08,Mobile Phones & Gadgets,8.94664978850351
2020-08,Moms & Kids,5.237001872055751
2020-08,Motorcycle Accessories & Parts,5.811146470646961
2020-08,Motorcycles,9.435606812655573
2020-08,Music Instruments,5.469005466011633
2020-08,Music/Movies/Books/Magazines,4.871458710446097
2020-08,Other Accessories & Parts,6.278741358862948
2020-08,Others,5.9604070734185814
2020-08,Pets,7.0191884725292555
2020-08,Professional/Business Equipment,6.160695224760256
2020-08,Rooms,7.098425107796046
2020-08,Services,6.57698731370021
2020-08,Shoes,4.974016568286273
2020-08,Sports & Outdoors,6.525577833074772
2020-08,TV/Audio/Video,7.47158026215972
2020-08,Textbooks,4.3754551390910725
2020-08,Tickets & Vouchers,5.825879540237705
2020-08,Tours and Holidays,6.58340846598715
2020-08,Watches & Fashion Accessories,5.433834143597187
2020-08,Wedding,4.9807639696313615
2020-09,Accessories for Phones & Gadgets,5.903988579576156
2020-09,Accommodation & Homestays,6.320290931003073
2020-09,Apartments,7.958475806185053
2020-09,Bags & Wallets,5.42780952610634
2020-09,Bed & Bath,5.221988311500026
2020-09,Business for Sale,9.811505626630833
2020-09,Cameras & Photography,6.176506491220403
2020-09,Car Accessories & Parts,5.679579311036304
2020-09,Cars,8.62227747585629
2020-09,Clothes,4.641719387254516
2020-09,Commercial Properties,6.01258394892814
2020-09,Commercial Vehicle & Boats,7.625877854740801
2020-09,Computers & Accessories,6.865385379671635
2020-09,Food,5.297184524297541
2020-09,Furniture & Decoration,5.542027477590364
2020-09,Games & Consoles,7.419766471490977
2020-09,Garden Items,5.386235024173766
2020-09,Health & Beauty,5.672550563970842
2020-09,Hobby & Collectibles,5.187695849205383
2020-09,Home Appliances & Kitchen,6.03684927811015
2020-09,Houses,8.417079880033064
2020-09,Jobs,13.512413807460632
2020-09,Land,6.648864551329325
2020-09,Mobile Phones & Gadgets,8.68389427040928
2020-09,Moms & Kids,5.03612190645229
2020-09,Motorcycle Accessories & Parts,5.786556062966895
2020-09,Motorcycles,9.622737353346873
2020-09,Music Instruments,5.2922214185516285
2020-09,Music/Movies/Books/Magazines,4.624074075141609
2020-09,Other Accessories & Parts,6.241584421440715
2020-09,Others,5.992437929363258
2020-09,Pets,6.735851856452024
2020-09,Professional/Business Equipment,6.244707146821186
2020-09,Rooms,7.426014849726445
2020-09,Services,5.636223119347161
2020-09,Shoes,4.92832039121566
2020-09,Sports & Outdoors,6.300635016389845
2020-09,TV/Audio/Video,7.836407728069886
2020-09,Textbooks,4.994584684144269
2020-09,Tickets & Vouchers,5.011098342564821
2020-09,Tours and Holidays,6.021901313829483
2020-09,Watches & Fashion Accessories,5.392132036064187
2020-09,Wedding,4.834175671105197
2020-10,Accessories for Phones & Gadgets,6.212201771521395
2020-10,Accommodation & Homestays,5.608417332557373
2020-10,Apartments,7.666541401359749
2020-10,Bags & Wallets,5.056064671601999
2020-10,Bed & Bath,5.550944361860355
2020-10,Business for Sale,10.033209697327301
2020-10,Cameras & Photography,6.035899004874617
2020-10,Car Accessories & Parts,5.6417194760930505
2020-10,Cars,8.4137588916597
2020-10,Clothes,4.823834604777286
2020-10,Commercial Properties,6.050098932788014
2020-10,Commercial Vehicle & Boats,7.688378541521493
2020-10,Computers & Accessories,7.149143067063401
2020-10,Food,5.327620943120222
2020-10,Furniture & Decoration,5.436694999861091
2020-10,Games & Consoles,7.989955897189218
2020-10,Garden Items,5.476234035960954
2020-10,Health & Beauty,7.32507972686675
2020-10,Hobby & Collectibles,5.437691794569884
2020-10,Home Appliances & Kitchen,6.00849966239633
2020-10,Houses,8.188806136895431
2020-10,Jobs,11.001621849417203
2020-10,Land,6.361523629419263
2020-10,Mobile Phones & Gadgets,8.734404659665001
2020-10,Moms & Kids,5.360557097669615
2020-10,Motorcycle Accessories & Parts,5.735009825131875
2020-10,Motorcycles,9.085744312209828
2020-10,Music Instruments,5.267811928468965
2020-10,Music/Movies/Books/Magazines,4.944229126501359
2020-10,Other Accessories & Parts,5.860158190968493
2020-10,Others,5.791493010278965
2020-10,Pets,6.916591766429489
2020-10,Professional/Business Equipment,6.103442595207295
2020-10,Rooms,6.973086073002369
2020-10,Services,6.060867091078649
2020-10,Shoes,5.033079105993012
2020-10,Sports & Outdoors,6.146760951352917
2020-10,TV/Audio/Video,7.713504958853508
2020-10,Textbooks,5.433643876598191
2020-10,Tickets & Vouchers,5.828167225929623
2020-10,Tours and Holidays,4.797344490311689
2020-10,Watches & Fashion Accessories,5.543121600520316
2020-10,Wedding,4.875548785771147
2020-11,Accessories for Phones & Gadgets,6.109157188473824
2020-11,Accommodation & Homestays,5.203234437416819
2020-11,Apartments,8.23602697661494
2020-11,Bags & Wallets,4.9542938320774645
2020-11,Bed & Bath,5.480330871020892
2020-11,Business for Sale,9.076569279297933
2020-11,Cameras & Photography,6.008218137779577
2020-11,Car Accessories & Parts,5.852771766746991
2020-11,Cars,8.423920884431459
2020-11,Clothes,4.860967319736135
2020-11,Commercial Properties,6.057790813120905
2020-11,Commercial Vehicle & Boats,7.89973528607825
2020-11,Computers & Accessories,7.495323230377509
2020-11,Food,6.822601466548003
2020-11,Furniture & Decoration,5.788631932011142
2020-11,Games & Consoles,9.5021956907573
2020-11,Garden Items,5.488179104251402
2020-11,Health & Beauty,6.228828109102079
2020-11,Hobby & Collectibles,5.270566163129606
2020-11,Home Appliances & Kitchen,6.09607384911996
2020-11,Houses,8.80914338530361
2020-11,Jobs,10.665940691109533
2020-11,Land,6.461247950025737
2020-11,Mobile Phones & Gadgets,8.810759807107221
2020-11,Moms & Kids,5.397262943788265
2020-11,Motorcycle Accessories & Parts,5.770491682994754
2020-11,Motorcycles,9.213467938395564
2020-11,Music Instruments,5.417700274428316
2020-11,Music/Movies/Books/Magazines,5.04316087734183
2020-11,Other Accessories & Parts,6.070216985427791
2020-11,Others,6.029442800174039
2020-11,Pets,7.306589735976754
2020-11,Professional/Business Equipment,6.283529637094745
2020-11,Rooms,8.02588939226165
2020-11,Services,5.566171293885945
2020-11,Shoes,4.963830090177127
2020-11,Sports & Outdoors,6.609050608620815
2020-11,TV/Audio/Video,7.735327777237656
2020-11,Textbooks,5.092403499432608
2020-11,Tickets & Vouchers,6.605082002199895
2020-11,Tours and Holidays,4.424864087054001
2020-11,Watches & Fashion Accessories,5.263413339761757
2020-11,Wedding,4.6868623331688894
2020-12,Accessories for Phones & Gadgets,5.940872587354049
2020-12,Accommodation & Homestays,6.450226660575204
2020-12,Apartments,8.516501946033962
2020-12,Bags & Wallets,5.573192631893603
2020-12,Bed & Bath,5.4927304947110605
2020-12,Business for Sale,9.41704240864522
2020-12,Cameras & Photography,6.006866388838792
2020-12,Car Accessories & Parts,5.969618385289923
2020-12,Cars,8.98595945653289
2020-12,Clothes,5.199736413171682
2020-12,Commercial Properties,6.314005510238585
2020-12,Commercial Vehicle & Boats,8.13592199667706
2020-12,Computers & Accessories,7.285528403033203
2020-12,Food,6.111789732778841
2020-12,Furniture & Decoration,5.767063582237994
2020-12,Games & Consoles,9.2200995029531
2020-12,Garden Items,5.428075162031615
2020-12,Health & Beauty,5.33169857430375
2020-12,Hobby & Collectibles,5.13277389670561
2020-12,Home Appliances & Kitchen,5.943529459682175
2020-12,Houses,9.372664355958843
2020-12,Jobs,10.908660611114627
2020-12,Land,7.057986551734556
2020-12,Mobile Phones & Gadgets,8.537424830167703
2020-12,Moms & Kids,5.423899138923428
2020-12,Motorcycle Accessories & Parts,5.8733231172747065
2020-12,Motorcycles,9.255311490532996
2020-12,Music Instruments,5.36976204551286
2020-12,Music/Movies/Books/Magazines,5.304452138149835
2020-12,Other Accessories & Parts,6.356360146256183
2020-12,Others,5.879787948548733
2020-12,Pets,7.266520731573925
2020-12,Professional/Business Equipment,6.274930127576911
2020-12,Rooms,7.929636211146898
2020-12,Services,6.470249387716509
2020-12,Shoes,5.029212635004231
2020-12,Sports & Outdoors,6.403780011750423
2020-12,TV/Audio/Video,7.266338954643836
2020-12,Textbooks,4.586525320350326
2020-12,Tickets & Vouchers,7.231274064928711
2020-12,Tours and Holidays,6.521895838978497
2020-12,Watches & Fashion Accessories,5.132983290832643
2020-12,Wedding,5.226429079460244
2021-01,Accessories for Phones & Gadgets,5.602531602094763
2021-01,Accommodation & Homestays,6.058319848616277
2021-01,Apartments,8.816960502181683
2021-01,Bags & Wallets,6.262988731594321
2021-01,Bed & Bath,6.092472843314055
2021-01,Business for Sale,9.107079578598436
2021-01,Cameras & Photography,5.843913572888049
2021-01,Car Accessories & Parts,6.056904423326103
2021-01,Cars,10.473385911268663
2021-01,Clothes,5.281429098034995
2021-01,Commercial Properties,6.177388541336279
2021-01,Commercial Vehicle & Boats,8.367451542291647
2021-01,Computers & Accessories,9.115842231819952
2021-01,Food,5.558022978663337
2021-01,Furniture & Decoration,6.064618387764961
2021-01,Games & Consoles,10.892336666476547
2021-01,Garden Items,5.612261994841696
2021-01,Health & Beauty,5.5098330939798315
2021-01,Hobby & Collectibles,5.244896554545761
2021-01,Home Appliances & Kitchen,6.34016024223372
2021-01,Houses,9.61406659058134
2021-01,Jobs,10.225674329747768
2021-01,Land,7.101462386770771
2021-01,Mobile Phones & Gadgets,9.408867444198878
2021-01,Moms & Kids,5.579912787584697
2021-01,Motorcycle Accessories & Parts,6.151839443992344
2021-01,Motorcycles,10.248707715709658
2021-01,Music Instruments,5.718900849275511
2021-01,Music/Movies/Books/Magazines,4.756085042133501
2021-01,Other Accessories & Parts,5.908113023762756
2021-01,Others,5.920403832428323
2021-01,Pets,7.3888954079960625
2021-01,Professional/Business Equipment,6.774540154215925
2021-01,Rooms,8.12615688954522
2021-01,Services,6.380809160511038
2021-01,Shoes,5.168583803487725
2021-01,Sports & Outdoors,6.18477328733838
2021-01,TV/Audio/Video,8.323434559666403
2021-01,Textbooks,7.341280260001525
2021-01,Tickets & Vouchers,5.5625985427424425
2021-01,Tours and Holidays,4.839508933021818
2021-01,Watches & Fashion Accessories,5.3449995702351005
2021-01,Wedding,4.735308166457046
2021-02,Accessories for Phones & Gadgets,5.537434179226173
2021-02,Accommodation & Homestays,5.758977343843162
2021-02,Apartments,9.127688909636001
2021-02,Bags & Wallets,6.076496511635321
2021-02,Bed & Bath,5.702967748784386
2021-02,Business for Sale,8.002983033518186
2021-02,Cameras & Photography,5.835123355643079
2021-02,Car Accessories & Parts,6.126605515501901
2021-02,Cars,9.311938343245142
2021-02,Clothes,5.711733521166454
2021-02,Commercial Properties,6.310436842593823
2021-02,Commercial Vehicle & Boats,8.70323820565709
2021-02,Computers & Accessories,9.25148703863128
2021-02,Food,5.4878028905666385
2021-02,Furniture & Decoration,6.230675808417679
2021-02,Games & Consoles,10.376308530340381
2021-02,Garden Items,5.624377321210575
2021-02,Health & Beauty,5.737294467834268
2021-02,Hobby & Collectibles,5.406411147966694
2021-02,Home Appliances & Kitchen,6.6891051692119845
2021-02,Houses,9.790872897930205
2021-02,Jobs,9.907084390822614
2021-02,Land,6.915473492371381
2021-02,Mobile Phones & Gadgets,9.193045214111809
2021-02,Moms & Kids,5.860325420826513
2021-02,Motorcycle Accessories & Parts,6.067982230154995
2021-02,Motorcycles,10.12297339215749
2021-02,Music Instruments,5.461506559282798
2021-02,Music/Movies/Books/Magazines,4.960646805698104
2021-02,Other Accessories & Parts,5.933132157607939
2021-02,Others,6.510805853146779
2021-02,Pets,7.859432214556665
2021-02,Professional/Business Equipment,7.4153712006552
2021-02,Rooms,8.172466314270274
2021-02,Services,5.953952958539269
2021-02,Shoes,5.572377406518599
2021-02,Sports & Outdoors,6.514064420253049
2021-02,TV/Audio/Video,7.670290320322211
2021-02,Textbooks,5.69549138102916
2021-02,Tickets & Vouchers,5.151483330623107
2021-02,Tours and Holidays,4.534880871848259
2021-02,Watches & Fashion Accessories,5.494911059361856
2021-02,Wedding,5.583763048579169
2021-03,Accessories for Phones & Gadgets,5.598930068454329
2021-03,Accommodation & Homestays,6.4415355153945555
2021-03,Apartments,9.292024724155157
2021-03,Bags & Wallets,6.069548208317399
2021-03,Bed & Bath,5.608198091653645
2021-03,Business for Sale,9.089643124549902
2021-03,Cameras & Photography,6.106811196454461
2021-03,Car Accessories & Parts,6.105425457979928
2021-03,Cars,10.566366341853428
2021-03,Clothes,5.540086554296857
2021-03,Commercial Properties,6.705780382456181
2021-03,Commercial Vehicle & Boats,9.165301474778584
2021-03,Computers & Accessories,8.020765593959506
2021-03,Food,5.228201027278197
2021-03,Furniture & Decoration,6.296174151724855
2021-03,Games & Consoles,9.761202358600633
2021-03,Garden Items,5.846244951285461
2021-03,Health & Beauty,5.4795822504805916
2021-03,Hobby & Collectibles,5.534672976366023
2021-03,Home Appliances & Kitchen,6.587664837093587
2021-03,Houses,10.049864911611069
2021-03,Jobs,10.227700958164121
2021-03,Land,7.1466528534713865
2021-03,Mobile Phones & Gadgets,9.152897642938429
2021-03,Moms & Kids,5.417320222030606
2021-03,Motorcycle Accessories & Parts,6.022706145528174
2021-03,Motorcycles,10.865545929432809
2021-03,Music Instruments,5.542569109709141
2021-03,Music/Movies/Books/Magazines,4.576941723517456
2021-03,Other Accessories & Parts,5.7618054911434475
2021-03,Others,6.686845018913252
2021-03,Pets,7.607566761143811
2021-03,Professional/Business Equipment,7.155241306917777
2021-03,Rooms,8.589244507447775
2021-03,Services,6.510345187137991
2021-03,Shoes,5.368782252289936
2021-03,Sports & Outdoors,6.206682134437718
2021-03,TV/Audio/Video,7.401708247854789
2021-03,Textbooks,4.8160849381354085
2021-03,Tickets & Vouchers,4.945804760857528
2021-03,Tours and Holidays,5.924656071001485
2021-03,Watches & Fashion Accessories,5.46351715923136
2021-03,Wedding,5.353208568816216
